client_product,supplier_product,client_category,supplier_category,required_quantity,available_quantity,client_budget,supplier_unit_price,client_location,supplier_location,delivery_required,supplier_delivery_capability,match_label,label_rule
warehouse logistics service,palletized freight handling,Logistics,Logistics,4147,6365,1112825,195,Pune,Pune,14 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,inland cargo transport,Logistics,Logistics,5083,11073,192801,29,Pune Maharashtra,Pune,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,inland cargo transport,Logistics,Logistics,4066,8113,896613,149,Pune Maharashtra,Pune Maharashtra,30 days,30 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,warehouse logistics service,Logistics,Logistics,1948,3459,420714,174,Chennai,Chennai,21 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,warehouse logistics service,Logistics,Logistics,5538,8177,1052645,127,Mumbai,Mumbai,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,road freight capacity,Logistics,Logistics,4173,5415,621384,102,Pune Maharashtra,Pune Maharashtra,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,road freight capacity,Logistics,Logistics,1989,3797,143198,60,Pune,Pune,45 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,hydraulic fittings,Logistics,Electronics,1194,1294,95520,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,mechanical couplings,Logistics,Packaging,1389,1489,111120,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,industrial machine parts,Logistics,Electronics,1810,1910,144800,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,precision machined components,Logistics,Electronics,2882,2982,230560,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,palletized freight handling,Logistics,Logistics,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
warehouse logistics service,palletized freight handling,Logistics,Logistics,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,palletized freight handling,Logistics,Logistics,7121,13705,408157,50,Pune Maharashtra,Pune Maharashtra,30 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,palletized freight handling,Logistics,Logistics,6516,8890,365553,46,Mumbai,Mumbai,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,inland cargo transport,Logistics,Logistics,4626,5229,657358,96,Mumbai,Mumbai,21 days,14 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,inland cargo transport,Logistics,Logistics,2045,4076,241803,100,Pune,Pune,21 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,warehouse logistics service,Logistics,Logistics,1822,2734,397302,149,Pune Maharashtra,Pune,14 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,warehouse logistics service,Logistics,Logistics,3241,5038,169553,43,Chennai,Chennai,45 days,10 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,road freight capacity,Logistics,Logistics,2269,4809,270714,85,Chennai,Chennai,21 days,7 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,road freight capacity,Logistics,Logistics,4036,8367,813114,130,Pune Maharashtra,Pune,30 days,21 days nationwide,1,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,corrugated cartons,Logistics,Steel & Metals,3697,3797,295760,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,industrial packaging boxes,Logistics,Packaging,3112,3212,248960,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,protective packing material,Logistics,Packaging,2609,2709,208720,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,custom cardboard cartons,Logistics,Packaging,2713,2813,217040,50,Pune,Delhi,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,palletized freight handling,Logistics,Logistics,5000,1000,800000,120,Pune,Pune,30 days,14 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
road freight capacity,palletized freight handling,Logistics,Logistics,2000,9000,50000,80,Pune,Pune,10 days,30 days,0,"positive only if same category family, quantity sufficient, estimated cost within budget, and delivery days <= required days"
